timestamp;host;porta;unit_id;funcao;endereco;quantidade;status;codigo_excecao;registros;int16;requisicao_hex;resposta_hex;erro
2026-08-08T02:06:01.458-03:00;192.168.0.250;502;1;3;384;1;OK;;[32767];[32767];00 01 00 00 00 06 01 03 01 80 00 01;00 01 00 00 00 05 01 03 02 7F FF;
2026-08-08T02:06:01.605-03:00;192.168.0.250;502;1;3;388;1;OK;;[32767];[32767];00 02 00 00 00 06 01 03 01 84 00 01;00 02 00 00 00 05 01 03 02 7F FF;
2026-08-08T02:06:01.607-03:00;192.168.0.250;502;1;3;390;1;OK;;[32767];[32767];00 03 00 00 00 06 01 03 01 86 00 01;00 03 00 00 00 05 01 03 02 7F FF;
2026-08-08T02:06:01.609-03:00;192.168.0.250;502;1;3;392;1;OK;;[32767];[32767];00 04 00 00 00 06 01 03 01 88 00 01;00 04 00 00 00 05 01 03 02 7F FF;
2026-08-08T02:06:01.611-03:00;192.168.0.250;502;1;3;394;1;OK;;[32767];[32767];00 05 00 00 00 06 01 03 01 8A 00 01;00 05 00 00 00 05 01 03 02 7F FF;
2026-08-08T02:06:01.613-03:00;192.168.0.250;502;1;3;396;1;OK;;[32767];[32767];00 06 00 00 00 06 01 03 01 8C 00 01;00 06 00 00 00 05 01 03 02 7F FF;
2026-08-08T02:06:01.615-03:00;192.168.0.250;502;1;3;398;1;OK;;[32767];[32767];00 07 00 00 00 06 01 03 01 8E 00 01;00 07 00 00 00 05 01 03 02 7F FF;
2026-08-08T02:06:01.621-03:00;192.168.0.250;502;1;3;400;1;OK;;[32767];[32767];00 08 00 00 00 06 01 03 01 90 00 01;00 08 00 00 00 05 01 03 02 7F FF;
2026-08-08T02:06:01.625-03:00;192.168.0.250;502;1;3;404;1;OK;;[32767];[32767];00 09 00 00 00 06 01 03 01 94 00 01;00 09 00 00 00 05 01 03 02 7F FF;
2026-08-08T02:06:01.629-03:00;192.168.0.250;502;1;3;406;1;OK;;[32767];[32767];00 0A 00 00 00 06 01 03 01 96 00 01;00 0A 00 00 00 05 01 03 02 7F FF;
2026-08-08T02:06:01.630-03:00;192.168.0.250;502;1;3;407;1;OK;;[32767];[32767];00 0B 00 00 00 06 01 03 01 97 00 01;00 0B 00 00 00 05 01 03 02 7F FF;
2026-08-08T02:06:01.633-03:00;192.168.0.250;502;1;3;408;1;OK;;[0];[0];00 0C 00 00 00 06 01 03 01 98 00 01;00 0C 00 00 00 05 01 03 02 00 00;
2026-08-08T02:06:01.640-03:00;192.168.0.250;502;1;3;409;1;OK;;[32767];[32767];00 0D 00 00 00 06 01 03 01 99 00 01;00 0D 00 00 00 05 01 03 02 7F FF;
2026-08-08T02:06:01.644-03:00;192.168.0.250;502;1;4;384;1;OK;;[32767];[32767];00 0E 00 00 00 06 01 04 01 80 00 01;00 0E 00 00 00 05 01 04 02 7F FF;
2026-08-08T02:06:01.645-03:00;192.168.0.250;502;1;4;388;1;OK;;[32767];[32767];00 0F 00 00 00 06 01 04 01 84 00 01;00 0F 00 00 00 05 01 04 02 7F FF;
2026-08-08T02:06:01.654-03:00;192.168.0.250;502;1;4;390;1;OK;;[32767];[32767];00 10 00 00 00 06 01 04 01 86 00 01;00 10 00 00 00 05 01 04 02 7F FF;
2026-08-08T02:06:01.656-03:00;192.168.0.250;502;1;4;392;1;OK;;[32767];[32767];00 11 00 00 00 06 01 04 01 88 00 01;00 11 00 00 00 05 01 04 02 7F FF;
2026-08-08T02:06:01.659-03:00;192.168.0.250;502;1;4;394;1;OK;;[32767];[32767];00 12 00 00 00 06 01 04 01 8A 00 01;00 12 00 00 00 05 01 04 02 7F FF;
2026-08-08T02:06:01.663-03:00;192.168.0.250;502;1;4;396;1;OK;;[32767];[32767];00 13 00 00 00 06 01 04 01 8C 00 01;00 13 00 00 00 05 01 04 02 7F FF;
2026-08-08T02:06:01.677-03:00;192.168.0.250;502;1;4;398;1;OK;;[32767];[32767];00 14 00 00 00 06 01 04 01 8E 00 01;00 14 00 00 00 05 01 04 02 7F FF;
2026-08-08T02:06:01.679-03:00;192.168.0.250;502;1;4;400;1;OK;;[32767];[32767];00 15 00 00 00 06 01 04 01 90 00 01;00 15 00 00 00 05 01 04 02 7F FF;
2026-08-08T02:06:01.682-03:00;192.168.0.250;502;1;4;404;1;OK;;[32767];[32767];00 16 00 00 00 06 01 04 01 94 00 01;00 16 00 00 00 05 01 04 02 7F FF;
2026-08-08T02:06:01.687-03:00;192.168.0.250;502;1;4;406;1;OK;;[32767];[32767];00 17 00 00 00 06 01 04 01 96 00 01;00 17 00 00 00 05 01 04 02 7F FF;
2026-08-08T02:06:01.692-03:00;192.168.0.250;502;1;4;407;1;OK;;[32767];[32767];00 18 00 00 00 06 01 04 01 97 00 01;00 18 00 00 00 05 01 04 02 7F FF;
2026-08-08T02:06:01.696-03:00;192.168.0.250;502;1;4;408;1;OK;;[0];[0];00 19 00 00 00 06 01 04 01 98 00 01;00 19 00 00 00 05 01 04 02 00 00;
2026-08-08T02:06:01.702-03:00;192.168.0.250;502;1;4;409;1;OK;;[32767];[32767];00 1A 00 00 00 06 01 04 01 99 00 01;00 1A 00 00 00 05 01 04 02 7F FF;
