timestamp;host;porta;unit_id;funcao;endereco;quantidade;status;codigo_excecao;registros;int16;requisicao_hex;resposta_hex;erro
2026-08-08T02:09:10.412-03:00;192.168.0.250;502;1;3;4096;1;OK;;[0];[0];00 01 00 00 00 06 01 03 10 00 00 01;00 01 00 00 00 05 01 03 02 00 00;
2026-08-08T02:09:10.496-03:00;192.168.0.250;502;1;3;4097;1;EXCECAO;2;[];;00 02 00 00 00 06 01 03 10 01 00 01;00 02 00 00 00 03 01 83 02;
2026-08-08T02:09:10.500-03:00;192.168.0.250;502;1;3;4098;1;OK;;[1];[1];00 03 00 00 00 06 01 03 10 02 00 01;00 03 00 00 00 05 01 03 02 00 01;
2026-08-08T02:09:10.503-03:00;192.168.0.250;502;1;3;4099;1;OK;;[0];[0];00 04 00 00 00 06 01 03 10 03 00 01;00 04 00 00 00 05 01 03 02 00 00;
2026-08-08T02:09:10.508-03:00;192.168.0.250;502;1;3;4100;1;OK;;[0];[0];00 05 00 00 00 06 01 03 10 04 00 01;00 05 00 00 00 05 01 03 02 00 00;
2026-08-08T02:09:10.511-03:00;192.168.0.250;502;1;3;4101;1;OK;;[0];[0];00 06 00 00 00 06 01 03 10 05 00 01;00 06 00 00 00 05 01 03 02 00 00;
2026-08-08T02:09:10.513-03:00;192.168.0.250;502;1;3;4102;1;OK;;[1];[1];00 07 00 00 00 06 01 03 10 06 00 01;00 07 00 00 00 05 01 03 02 00 01;
2026-08-08T02:09:10.517-03:00;192.168.0.250;502;1;3;4103;1;EXCECAO;2;[];;00 08 00 00 00 06 01 03 10 07 00 01;00 08 00 00 00 03 01 83 02;
2026-08-08T02:09:10.520-03:00;192.168.0.250;502;1;3;4104;1;OK;;[1];[1];00 09 00 00 00 06 01 03 10 08 00 01;00 09 00 00 00 05 01 03 02 00 01;
2026-08-08T02:09:10.523-03:00;192.168.0.250;502;1;3;4105;1;OK;;[1];[1];00 0A 00 00 00 06 01 03 10 09 00 01;00 0A 00 00 00 05 01 03 02 00 01;
