timestamp;host;porta;unit_id;funcao;endereco;quantidade;status;codigo_excecao;registros;int16;requisicao_hex;resposta_hex;erro
2026-08-08T02:06:35.054-03:00;192.168.0.250;502;1;3;384;1;OK;;[32767];[32767];00 01 00 00 00 06 01 03 01 80 00 01;00 01 00 00 00 05 01 03 02 7F FF;
2026-08-08T02:06:35.163-03:00;192.168.0.250;502;1;3;385;1;OK;;[3];[3];00 02 00 00 00 06 01 03 01 81 00 01;00 02 00 00 00 05 01 03 02 00 03;
2026-08-08T02:06:35.167-03:00;192.168.0.250;502;1;3;386;1;OK;;[32767];[32767];00 03 00 00 00 06 01 03 01 82 00 01;00 03 00 00 00 05 01 03 02 7F FF;
2026-08-08T02:06:35.173-03:00;192.168.0.250;502;1;3;387;1;OK;;[1];[1];00 04 00 00 00 06 01 03 01 83 00 01;00 04 00 00 00 05 01 03 02 00 01;
2026-08-08T02:06:35.177-03:00;192.168.0.250;502;1;3;388;1;OK;;[32767];[32767];00 05 00 00 00 06 01 03 01 84 00 01;00 05 00 00 00 05 01 03 02 7F FF;
2026-08-08T02:06:35.182-03:00;192.168.0.250;502;1;3;389;1;OK;;[3];[3];00 06 00 00 00 06 01 03 01 85 00 01;00 06 00 00 00 05 01 03 02 00 03;
2026-08-08T02:06:35.186-03:00;192.168.0.250;502;1;3;390;1;OK;;[32767];[32767];00 07 00 00 00 06 01 03 01 86 00 01;00 07 00 00 00 05 01 03 02 7F FF;
2026-08-08T02:06:35.189-03:00;192.168.0.250;502;1;3;391;1;OK;;[3];[3];00 08 00 00 00 06 01 03 01 87 00 01;00 08 00 00 00 05 01 03 02 00 03;
2026-08-08T02:06:35.192-03:00;192.168.0.250;502;1;3;392;1;OK;;[32767];[32767];00 09 00 00 00 06 01 03 01 88 00 01;00 09 00 00 00 05 01 03 02 7F FF;
2026-08-08T02:06:35.197-03:00;192.168.0.250;502;1;3;393;1;OK;;[1];[1];00 0A 00 00 00 06 01 03 01 89 00 01;00 0A 00 00 00 05 01 03 02 00 01;
2026-08-08T02:06:35.202-03:00;192.168.0.250;502;1;3;394;1;OK;;[32767];[32767];00 0B 00 00 00 06 01 03 01 8A 00 01;00 0B 00 00 00 05 01 03 02 7F FF;
2026-08-08T02:06:35.206-03:00;192.168.0.250;502;1;3;395;1;OK;;[1];[1];00 0C 00 00 00 06 01 03 01 8B 00 01;00 0C 00 00 00 05 01 03 02 00 01;
2026-08-08T02:06:35.214-03:00;192.168.0.250;502;1;3;396;1;OK;;[32767];[32767];00 0D 00 00 00 06 01 03 01 8C 00 01;00 0D 00 00 00 05 01 03 02 7F FF;
2026-08-08T02:06:35.219-03:00;192.168.0.250;502;1;3;397;1;OK;;[1];[1];00 0E 00 00 00 06 01 03 01 8D 00 01;00 0E 00 00 00 05 01 03 02 00 01;
